station_code,station_name,lat,lon
CTQ,CHETAR,23.6829,84.6464
CTR,CHATRA,24.3728,87.8493
CTRD,Chitrawad,21.1011,70.5570
CTRE,CHITTERI,13.0682,79.5979
CTS,CHATTRIPUT,18.9227,82.5900
CTT,CHITRASANI,24.2676,72.4887
CTTP,CHITRAPUR HALT,14.0361,74.5366
CTU,CHHATAPUR ROAD,25.0961,85.3131
CTW,Chhintanwala,30.3660,76.0142
CTYL,CHITYALA,17.2220,79.1357
CU,CHAGALLU,16.9651,81.6906
CUE,CHOUPALE,21.3770,74.3191
CUK,CHURK,24.6497,83.1032
CUPJ,CUDDALORE PORT,11.7151,79.7663
CUR,Churu,28.2883,74.9662
CUX,CHAURA,24.9189,86.2871
CV,KAVERI,11.3510,77.7609
CVB,CAVALRY BARRCKS,17.4947,78.5187
CVD,CHAVADIPALAIYAM,11.2554,77.8009
CVJ,CHAVAJ,21.7531,73.0105
CVP,KOVILPATTI,9.1826,77.8728
CVR,CHORVAD ROAD,21.0552,70.2907
CVV,CHERUVU MADHAVARAM,16.7460,80.5188
CW,CHAINWA,26.0221,84.4965
CWA,Chhindwara Junction,22.0582,78.9532
CWDA,Chuhriwala Dhanna,30.2121,74.1356
CWI,CHONDI,19.4306,77.1557
CWLE,CHOWRIGACHA,23.9425,88.1865
CWN,Charawan,30.5012,74.5781
CWR,CHOVVARA,10.1331,76.3722
CWT,CHOUHATTA,22.9868,87.8550
CX,CHANOL,22.4279,70.5388
CXA,Chandsara,28.8762,77.7257
CYI,CHHAYAPURI,22.3883,73.1797
CYN,CHERIYANAD,9.2731,76.5851
DAA,DATIA,25.6411,78.4564
DAB,DHARMABAD,18.8883,77.8493
DABN,DHABAN,29.8600,74.5429
DAD,DEVARGUDDA,14.6678,75.5761
DAE,DAHEGAON,20.7293,78.4631
DAG,DHANG,26.7174,85.3533
DAJ,DUROJI,15.2271,76.7001
DAKE,DAKSHINESWAR,22.6535,88.3636
DAL,DALIGANJ,26.8754,80.9275
DAM,DHAMORA,28.7071,79.0877
DAN,DHANETA,28.5123,79.2647
DAO,DAGHORA,21.8575,83.6781
DAP,DAGMAGPUR,25.0989,82.8010
DAPD,DAPODI,18.5800,73.8328
DAQ,DAUD KHAN,27.8305,78.0988
DAR,DANWAR,28.1300,77.8839
DARA,DARA,24.8326,76.0058
DAS,DHASA JN,21.7825,71.5180
DAU,Dagru,30.8349,75.0474
DAV,DEVALGAON AVCHAR,19.3224,76.6052
DAVC,Jalalabad DAV College,30.5783,74.2308
DAVJ,D.A.V.C.H. JALANDHAR,31.3470,75.5613
DAVM,DHANUVACHAPURAM,8.3788,77.1244
DAZ,DELHI AZADPUR,28.7026,77.1767
DB,Dabhoi Junction,22.1378,73.4155
DBA,DABRA,25.8812,78.3310
DBB,DHUBRI,26.0231,89.9780
DBD,DEOBAND,29.6800,77.6709
DBEC,DEVBALODA CHARODA,21.2133,81.4505
DBF,Dabpal,18.9280,81.4889
DBG,DARBHANGA JN,26.1571,85.9076
DBI,DABLI RATHAN,29.5424,74.1909
DBKA,Dabka,21.3614,76.7208
DBL,DODBELE,13.2164,77.3512
DBLA,Dabla,27.8887,75.9464
DBLI,DEBRABANDHAULI HALT,26.3848,85.7699
DBM,DABOLIM,15.3893,73.8499
DBN,Dhablan,30.3379,76.2769
DBNR,Dibnapur,28.5244,79.5162
DBO,DABHODA,23.1683,72.7480
DBP,DEBIPUR,23.1446,88.1560
DBR,DABHAURA,25.1179,81.3031
DBRG,DIBRUGARH,27.4636,94.9353
DBS,DOBBSPET,13.2332,77.2492
DBSI,DAYA BASTI,28.6673,77.1714
DBU,DODBALLAPUR,13.2789,77.5502
DBV,DABILPUR,17.6742,78.4703
DBW,DUBIA HALT,26.9195,93.7198
DBY,Digboi,27.3835,95.6170
DBZ,Dhing Bazar,26.4559,92.4810
DC,MAGUDANCHAVADI,11.5509,77.9873
DCA,DAMCHARA,25.0127,92.7497
DCH,DINHATA COLLEGE HALT,26.1455,89.4663
DCK,DHANDHUKA,22.3840,71.9756
DCP,DAL CHAPRA,25.8271,84.4326
DCU,Damalcheruvu,13.4789,79.0564
DCX,DHANICHHA,25.2272,83.4908
DD,DAUND JN,18.4635,74.5786
DDA,DURAUNDHA JN,26.0870,84.4589
DDCE,DUNDI,23.5579,80.2167
DDD,DHONDHA DIH,25.6728,83.7955
DDE,DONDAICHA,21.3314,74.5631
DDGA,DUGDA,23.7587,86.1619
DDGJ,DEEDARGANJ,25.5695,85.2575
DDJ,DUM DUM,22.6217,88.3928
DDK,Dhindsa,30.8958,74.7385
DDL,DHANDARI KALAN,30.8745,75.9095
DDM,DAM DIM,26.8592,88.6713
DDMT,DARIMETA,21.5368,78.5411
DDN,DEHRADUN,30.3140,78.0336
DDNA,Dudhaunda,25.5733,83.0845
DDNI,DUDHNOI,26.0015,90.7619
DDP,DAUDPUR,25.9071,84.5914
DDV,DADHDEVI,25.0778,75.8980
DDW,DUDWA,28.5083,80.6722
DDX,DHAMDHAMIA,24.9604,87.7616
DDY,DUDWINDI,31.2376,75.2581
DEB,Debagram,23.6853,88.3068
DEC,DELHI CANTT,28.6135,77.1166
DEEG,Deeg,27.4866,77.3245
DEG,DELANG,20.0385,85.7669
DEHR,DEHU ROAD,18.6802,73.7342
DEL,DENDULURU,16.7814,81.1805
DELO,DEORAKOT,26.7544,81.9064
DEMU,DEMU,23.6971,84.5256
DEO,DEOKALI,27.9773,80.7052
DEOR,DIYODAR,24.1135,71.7709
DEOS,DEORIA SADAR,26.5077,83.7820
DEP,Depalsar,28.2369,74.9203
DER,DADRI,28.5379,77.5374
DES,DESARI,25.6684,85.4088
DET,DET,25.0115,74.6411
DEV,DEVARAYI,15.4495,74.5714
DEW,Dewalgaon,20.8912,80.0793
DEWA,Dewa,22.6197,72.8926
DFR,DEOGAN ROAD,20.5548,83.4301
DG,DINDIGUL JN,10.3538,77.9855
DGA,DIGHWARA,25.7439,85.0032
DGB,DINDU GOPALA PURAM HALT,18.5430,84.2418
DGBZ,Dongri Buzurg,21.5738,79.6766
DGD,DANGIDHAR,23.8718,79.0199
DGDG,DURGADA GATE,17.2125,82.3490
DGG,DONGARGARH,21.1855,80.7599
DGHA,Digha Flag Station,21.6224,87.5077
DGHR,Deoghar,24.5118,86.6971
DGI,DUNGRI,20.6873,72.9491
DGJ,DUNGAR JN,21.0783,71.5532
DGLE,DHULIAN GANGA,24.6721,87.9376
DGN,DONGARGAON,21.6413,76.3641
DGNH,DERGAON HALT,25.0890,85.7513
DGO,DURGAUTI,25.2079,83.5397
DGPP,DHENGLI PP GOAN,19.4066,76.4917
DGQ,Dugdol,24.6317,72.0968
DGR,DURGAPUR,23.4950,87.2979
DGS,DAGORI,21.9057,82.0691
DGT,Dhulghat,21.2963,76.7496
DGU,DIGARU,26.1733,91.9779
DGW,DHIGAWARA,27.2963,76.6136
DGX,Dagaon,26.4444,92.6137
DGY,Dighori Buzurg,21.1075,79.2305
DHA,DHEENA,25.3544,83.4231
DHAE,DAINHAT,23.6019,88.1703
DHBI,DHABAULI HALT,25.6821,85.3422
DHD,DAHOD,22.8436,74.2534
DHE,Dodhi,25.6049,82.9989
DHF,DHAGARIA,22.4779,88.4010
DHG,DHRANGDHRA,22.9872,71.4791
DHH,Dinhata,26.0708,89.5869
DHI,Dhule,20.8878,74.7688
DHJ,DHINOJ,23.6710,72.2819
DHKR,DHODA KHEDI,30.0189,76.8425
DHL,Devanhalli,13.2468,77.7046
DHLI,Dethli,23.4862,72.1031
DHN,DHANBAD JN,23.7910,86.4290
DHNA,Dhachna,25.6465,87.9869
DHND,DHINDA,26.8909,75.3612
DHNE,DHONE,15.3967,77.8657
DHNR,DHANORA DECCAN,19.4655,78.1328
DHO,DHAULPUR,26.6976,77.9060
DHP,DICHPALLI,18.6133,78.1947
DHPD,DHAPARA DHAM,24.1959,88.2461
DHQ,DHARAKHOH,22.0093,77.9499
DHR,DHARNAODA,24.5922,77.0993
DHRJ,DHIRGANJ,25.7456,81.9243
DHRN,DHURANA,29.2536,76.8033
DHRR,DHIRERA,28.3635,73.6164
DHRY,DHALPUKHURI,25.9811,92.8806
DHT,DHAMARA GHAT,25.5908,86.5995
DHU,Dhubulia,23.4835,88.4411
DHW,Dhariwal,31.9491,75.3216
DHWN,Dhaniyawan,25.4220,85.2875
DHY,DHARODI,29.6399,76.0560
DHZM,DHOLA MAJRA,30.1152,76.8537
DI,DOMBIVILI,19.2182,73.0869
DIA,Didwana,27.4061,74.5577
DIB,DIBAI,28.1938,78.3031
DIBL,Dholi Bhal,22.4457,72.0826
DIG,DUGGIRALA,16.3276,80.6236
DIH,DHARUADIHI,21.9951,84.2237
DIL,DILAWARNAGAR,26.9602,80.6675
DIM,DHANSIMLA,23.2673,87.4658
DING,Ding,29.4611,75.2606
DINR,DIVINE NAGAR,10.2854,76.3363
DIP,DIPORE,20.7932,78.0410
DIR,DHANAPUR ORISSA,18.9452,82.5074
DISA,DISA,24.2371,72.1796
DIT,DOHRI GHAT,26.2683,83.5134
DIU,Dhing,26.4531,92.4509
DIVA,DIVA,19.1884,73.0419
DIW,DHILWAN,31.4990,75.3350
DIWR,DIWR,23.6893,85.5263
DJ,Darjeeling,27.0382,88.2633
DJA,DAOTUHAJA,25.2275,93.1622
DJD,DIDARGANJ ROAD,26.0924,82.8052
DJG,DULIAJAN,27.3677,95.3070
DJHR,Deojhar,22.0807,85.4770
DJI,DHORAJI,21.7222,70.4448
DJKR,Dolaji Ka Khera,25.5372,73.8825
DJL,Dodajala Lake,13.1832,77.6521
DJS,DHURANT JWAS HALT,25.2205,86.0477
DJX,DUNGRIPADI,21.0609,83.5592
DK,Dakor,22.7472,73.1586
DKAE,DANKUNI,22.6774,88.2915
DKBJ,Dahar Ka Balaji,26.9443,75.7657
DKC,DEVARKADRE,16.6305,77.8383
DKD,DONAKONDA,15.8346,79.4841
DKDE,DANKAUR,28.4153,77.6432
DKE,DIHAKHO,25.4279,93.1266
DKGN,DEKARGAON,26.6812,92.7631
DKI,DHARMKUNDI,22.5120,77.5510
DKJ,DORNAKAL JN,17.4460,80.1532
DKJR,DHEKIAJILI ROAD,26.8092,92.4525
DKLU,DOIKALLU,19.7419,83.4816
DKMN,DEORIA KURMAHA NARESH HALT,25.2031,85.5394
DKN,DEVANGONTHI,12.9856,77.8311
DKNT,DAKANIYA TALAV,25.1452,75.8655
DKO,Devakottai Road,10.0376,78.7617
DKR,Dekpura Halt,25.2612,85.5294
DKRA,DHUANKHERI,24.5050,75.8980
DKS,DAREKASA,21.2713,80.5808
DKT,DHULKOT,30.3957,76.7875
DKU,Dumri Khurd,21.3104,79.3123
DKUR,DOKUR,16.5926,77.8534
DKW,DHANAKWADA,24.1463,71.8235
DKWA,Dokwa,28.5798,75.3234
DKX,Dudhwakhara,28.4587,75.1653
DKY,DHOKI,18.3532,76.1030
DKZ,DELHI KISHANGANJ,28.6647,77.2013
DL,DALADI,22.5851,71.0693
DLB,DAULATABAD,19.9164,75.2105
DLC,DALMERA,28.4178,73.6566
DLCR,Dullabcherra,24.5053,92.4777
DLD,DALAUDA,23.9486,75.1054
DLDE,DALDALI,25.8202,93.5172
DLGN,DHALGAON,17.1210,74.9887
DLI,OLD DELHI,28.6618,77.2284
DLJ,DHOLA JN,21.8225,71.7383
DLK,DALKOLHA,25.8734,87.8389
DLM,DASKALGRAM,24.2153,87.8783
DLMH,DHAULIMUHAN,20.0793,85.6048
DLN,DILDARNAGAR JN,25.4194,83.6683
DLO,DALGAON,26.7154,89.1362
DLP,DALPATPUR,28.8204,78.8772
DLPH,DAULATPUR HAT,25.3261,88.3328
DLPR,DAYALPUR,25.6322,81.8895
DLPT,DULAKHAPATNA,21.0070,86.2809
DLQ,DALELNAGAR,27.1185,80.4196
DLR,DULLAHAPUR,25.7999,83.4233
DLW,DILWA,24.5373,85.4197
DLX,Dalimgaon,25.6405,88.3863
DMA,DAMODAR JUNCTION,23.6510,86.9085
DMBR,DUMRI BIHAR,23.8074,85.7662
DMC,DHEMAJI,24.6852,92.5625
DMD,DHARMADAM,11.7789,75.4638
DME,DAMNAGAR,21.6883,71.5091
DMF,Dumerta,22.1857,84.9147
DMG,DOMINGARH,26.7653,83.3420
DMGN,DHAMALGAON,27.3256,94.8566
DMH,Dauram Madhepura,25.9085,86.7826
DMK,Dilmili,18.9874,81.7379
DML,DHARAMTUL,26.1891,92.3672
DMLE,DUMURDAHA,23.0401,88.4327
DMM,DHARMAVARAM JN,14.4244,77.7171
DMN,DHAMANGAON,20.7847,78.1381
DMNJ,DAMANJODI,18.7678,82.8658
DMO,DAMOH,23.8367,79.4322
DMP,Dharampur Himachal,30.9005,77.0239
DMPR,DHARAMPUR,28.1503,78.2657
DMR,Dharmanagar,24.3669,92.1682
DMRT,DUMURIPUT,18.7804,82.8039
DMRX,DUMRI HALT,25.2459,86.0284
DMT,DIGUVAMETTA,15.3949,78.8262
DMV,DIMAPUR,25.9057,93.7278
DMW,Dalmau Junction,26.0752,81.0537
DMZ,DUMDANGI,26.4772,88.2965
DN,DHANARI,28.3285,78.5096
DNA,DEGANA JN,26.8973,74.3164
DND,DANDUPUR,25.8016,82.0406
DNDI,DHONDI,19.1063,76.7361
DNDL,DANDI MAL,20.7152,85.5342
DNE,DHAMNI,19.6471,77.1779
DNEA,DANEA,23.7991,85.6583
DNGD,Dungarda,20.7717,73.4475
DNH,DEONAGAR,23.7587,86.1617
DNHK,DHINDHORA HKMKD,26.8039,77.1035
DNK,DHANAKYA,26.9182,75.6056
DNKL,DHENKANAL,20.6768,85.5909
DNL,DHANOLI,21.3221,80.4276
DNM,DHANMANDAL,20.6878,86.1123
DNN,Dina Nagar,32.1348,75.4674
DNPR,Dhanpura,23.4534,72.2124
DNQ,DANDKHORA,25.5724,87.6422
DNR,DANAPUR,25.5819,85.0446
DNRA,DHANDHERA,29.8434,77.9019
DNRE,DHANAURI,25.1720,86.1592
DNRP,DUNGARPUR,23.8672,73.6955
DNT,DANTAN,21.9304,87.2841
DNU,Dalsanur,13.2746,78.1719
DNV,DONKINAVALASA,18.4688,83.3509
DNW,DANGARWA,23.4015,72.4413
DNWH,Daniyawan Bazar Halt,25.4345,85.2909
DNX,Dhansu,29.2117,75.8017
DNZ,Dhanori,19.2897,74.0605
DO,DAUSA,26.9000,76.3303
DOA,DORAHA,30.8041,76.0433
DOB,Dundlodh Mukundgarh,27.9388,75.2374
DOC,Daun Kalan,30.3792,76.4586
DOD,DHODHAR,23.7707,75.1035
DODH,Dodh,30.8416,74.5219
DOE,DEORI,23.2984,80.0098
DOH,DHODRA MOHAR,22.2815,77.8752
DOHM,Devgarh Madriya,25.6102,73.8556
DOK,DHOLKA,22.7320,72.4338
DOKM,DOKRA HALT,23.7829,86.4808
DOKY,DUKHERI,30.2950,76.8839
DOL,DHOLI,25.9770,85.5625
DOLK,Dholikua,20.7670,73.1825
DON,DERAWAN HALT,23.2303,76.1044
DOR,DUNDARA,25.8958,72.7969
DORD,DEO ROAD,24.8231,84.5634
DOS,DEHRI ON SONE,24.9149,84.1854
DOT,Dhakia Tiwari,28.0288,79.8859
DOTL,DEOTALA,25.2743,88.2942
DOW,Davol,22.3991,72.9531
DOX,DOHNA,28.4341,79.4327
DOY,Dornahalli,12.4331,76.4262
DOZ,DAURAI,26.3956,74.6195
DPA,DURGAPURA,26.8559,75.7864
DPC,Darliput,18.3652,82.7465
DPD,DOSAPADU,16.4688,80.9388
DPE,DEVARAPALLE,13.7238,77.5122
DPH,DADHAPARA,22.0282,82.1232
DPI,DODDAMPATTI,12.1813,78.4223
DPJ,Dharmapuri,12.1266,78.1547
DPK,Dholipal,29.7608,74.2516
DPL,DANAULI PHLWRIA,25.4205,86.2494
DPLN,Diplana,29.1826,74.8811
DPNR,Deepnagar Halt,25.1407,85.4833
DPP,DHIRPUR,30.0664,76.8441
DPR,DHAMPUR,29.3054,78.5016
DPRA,DHUP DHARA,25.9798,91.0660
DPS,Dangoaposi,22.1680,85.5927
DPSR,Dapsaura,25.9835,80.2030
DPT,Dalpat Singhpur,29.9295,73.5244
DPU,DIPHU,25.8373,93.4384
DPUR,Dadpur,19.9725,83.2501
DPW,Dhapewara,21.8727,80.1913
DPZ,DEVPURA,26.0327,76.2517
DQG,DHUPGURI,26.5735,88.9950
DQL,DHALIBIL,26.7913,92.9231
DQN,Dhanera,24.5065,72.0324
DQR,KACHEGUDA DBR,17.3661,78.4903
DR,MUMBAI DADAR CENTRAL,19.0172,72.8430
DRA,DULARIA,22.5757,77.6544
DRB,Debari,24.6070,73.8054
DRBR,Deoraha Baba Road,26.2840,83.8711
DRD,DAHANU ROAD,19.9912,72.7434
DRG,DARSHANNAGAR,26.7522,82.2084
DRGM,DEORAGRAM,24.0969,82.3525
DRGU,DAMRU GHUTU,23.4514,86.0898
DRH,DHARHARA,25.2579,86.4115
DRHI,DAGARHKERI,22.0813,76.8264
DRI,DUMRI JUARA,25.7484,84.8694
DRL,DEROL,22.6302,73.4622
DRLA,DAURALA,29.1140,77.7062
DRN,DEORANIAN,28.6448,79.4765
DRO,DARYAOGONJ,27.5981,79.0825
DRPH,Devri P.H.,22.8566,79.8367
DRQ,DHARMINIYA,26.8655,84.7934
DRR,DHARUR,17.2895,77.7585
DRS,DHARESHWAR,25.7776,73.6677
DRSN,DHURWASIN,23.1291,81.8456
DRTP,DASHARATHPUR,25.2652,86.4645
DRU,KADUR,13.5525,76.0088
DRV,DARAULI,25.3938,83.6018
DRW,DHAREWADA,23.9608,72.3786
DRWN,DEROWAN P. HALT,22.4879,85.2998
DRZ,Dalli Rajhara,20.5867,81.0680
DS,DASNA,28.6907,77.5281
DSA,DELHI SHAHDARA,28.6731,77.2932
DSD,DOSVADA,21.1305,73.5027
DSK,DUSKHEDA,21.0737,75.8391
DSL,DESWAL,26.8504,73.8854
DSM,DARASURAM,10.9444,79.3564
DSME,DASARA,24.2746,85.7909
DSNI,DAUSNI,29.7847,77.9796
DSNR,DASHNAGAR,22.5986,88.3078
DSO,DESHNOK,27.7913,73.3385
DSPN,Deshpran Ph,22.0293,87.8170
DSPT,DANISHPET,11.8589,78.1383
DSR,DHANSIRI,25.8108,93.6136
DSS,DALSINGH SARAI,25.6647,85.8415
DST,DASAMPATTI,12.2510,78.4384
DSVS,D. SAMUDRAVALLI @,12.9945,77.7816
DSX,DESANG,27.0561,94.6863
DTAE,DHATRIGRAM,23.2778,88.3118
DTAP,DHATURA-ALIPURA(PH),23.2145,77.4364
DTC,DITOKCHERRA,25.0905,92.7987
DTE,DEULTI,22.4529,87.9140
DTJ,Detroj,23.3320,72.1765
DTL,DARRITOLA,23.2896,82.3958
DTN,DHAMTAN SAHIB,29.6888,76.0040
DTO,DALTONGANJ,24.0331,84.0748
DTP,DIVITI PALLI,16.7409,78.0842
DTQ,Dantarda Kalan,25.7633,76.7140
DTR,Dhamtari,20.7145,81.5503
DTRA,DANTRA,26.7726,75.1492
DTRD,Diyatara Road,27.7336,72.8399
DTT,Doddanatta Halt,13.3745,78.1339
DTV,DHUTRA,21.8969,84.0911
DTVL,DATIVLI,19.1870,73.0590
DTW,DATEWAS,29.8933,75.6167
DTX,DANGTAL,26.4658,90.4650
DUA,DHAURA,24.4496,78.3218
DUAN,DUAN,22.3541,87.5882
DUB,DABTARA,28.3684,78.9912
DUBH,DUBAHA,25.9488,85.6171
DUD,DUDHANI,17.3624,76.3787
DUE,Dhuri Jn,26.8009,84.1394
DUI,DHURI JN,30.3727,75.8666
DUJ,DUBRAJPUR,23.8034,87.3790
DUK,DUDIA,25.9345,72.9020
DULP,Daulatpur Haryana,29.4521,75.8886
DUM,DHAURMUI JAGHNA,27.2923,77.5365
DUMK,Dumka,24.2895,87.2550
DUMR,Dumra,26.5770,85.5336
DUN,DUGANPUR,28.6583,79.1302
DUO,DHAURSALAR,26.7983,80.0814
DUR,DESUR,15.7543,74.4980
DURE,DUMRAON,25.5720,84.1439
DURG,DURG,21.2003,81.2918
DURP,Durgapuri,25.8818,76.8229
DUSI,DUSI,18.3700,83.8577
DUU,DUPADU,15.7429,78.0133
DVA,Delvada,20.7734,71.0415
DVD,DUVVADA,17.7038,83.1521
DVG,DAVANGERE,14.4678,75.9223
DVGM,DEVGAM,23.9383,71.5919
DVH,Devi Halt,21.7064,78.8621
DVJ,DILLI DEWAN GANJ,25.4327,87.7786
DVL,DEVLALI,19.8975,73.8373
DVM,DALBHUMGARH,22.5063,86.5519
DVN,DEVTHANA,19.2746,77.6900
DVR,DORAVARI CHATRAM,13.8143,79.9513
DWA,DAILWARA,24.7806,78.3929
DWD,DHEKVAD,21.3392,74.1386
DWDI,Dighwa Dubauli,26.2652,84.7432
DWG,DEWANGANJ,23.4298,77.5929
DWI,DINGWAHI,25.4168,80.4142
DWJ,DWARKAGANJ,26.3164,82.1091
DWK,DWARKA,22.2510,68.9804
DWL,DHUWALA,25.4872,74.5820
DWLE,Dhauni,25.0103,86.9930
DWM,Darwha Moti Bagh Junction,23.4909,83.6566
DWNA,DIWANA,29.3186,76.9802
DWO,DOIWALA,30.1755,78.1222
DWP,DWARAPUDI,16.9276,81.9227
DWR,DHARWAR,15.4404,75.0046
DWT,Dewan Hat,26.3030,89.6653
DWV,DIWANKHAVATI,17.8554,73.4182
DWX,DEWAS,22.9776,76.0512
DWZ,Dantewara,18.9077,81.3545
DXD,DIGOD,25.1963,76.0154
DXG,DHARANGAON,21.0064,75.2861
DXH,DUHAI,28.7303,77.4804
DXK,DHANA KHERLI,26.9502,77.5358
DXN,DUDDHINAGAR,24.2090,83.2168
DXR,DIGSAR,22.7124,71.4994
DXU,Duhru,26.0836,80.1767
DY,DUMARIYA,26.8647,77.2341
DYD,DARYABAD,26.8613,81.5501
DYE,DAYANAND NAGAR,17.4562,78.5313
DYK,DUDHIA KHURD,28.4647,80.1978
DYP,Daryapur,26.1828,81.2486
DYU,DIYURI,28.6033,79.8760
DYW,Diyawan Halt,25.3817,85.2839
DZA,DASUYA,31.8085,75.6579
DZB,Dahina Zainabad,28.2911,76.3917
DZKT,Durga Chak Town,22.0668,88.1360
DZL,Dhana Ladanpur,28.7502,76.1668
DZP,DARAZPUR,30.1525,77.1957
EC28,PURA HALT,24.8150,85.2396
EC31,Kharuara Halt,25.4316,85.5436
ED,ERODE JN,11.3277,77.7259
EDD,EDDULADODDI,15.3297,77.5899
EDN,EDAMANN,9.0560,76.5343
EDP,EDAPALAYAM(HALT),10.0381,76.2973
EDU,ERIODU,10.5156,78.0571
EE,ELURU,16.7178,81.1198
EGTR,EGATTUR(HALT),13.1070,79.8842
EKC,EKCHARI,25.2276,87.2139
EKH,EKSARI HALT,25.1350,85.8893
EKI,EKLAKHI,25.1679,88.0995
EKL,EKDIL,26.7663,79.1165
EKM,EKAMBARAKUPPAM,13.3186,79.5731
EKMA,EKMA,25.9671,84.5364
EKN,Ezhukone,8.9791,76.7151
EKR,Ekangarsarai,25.2225,85.2323
EL,ELAMANUR,10.8791,78.5734
ELL,Eraligu,24.6654,92.3326
ELM,ELIMALA,12.0687,75.2308
ELP,Achalpur,21.2776,77.5193
ELR,ELAVUR,13.4584,80.1162
EN,ISAND,23.2940,72.4850
ENB,Ellenabad,29.4441,74.6579
ENR,ENNORE,13.2182,80.3221
ER08,Kalinagar,22.5617,86.8039
ERC,ERICH ROAD,25.8206,79.0350
ERL,ERANIEL,8.2125,77.3082
ERN,ERNAKULAM TOWN,9.9916,76.2861
ERS,ERNAKULAM JN,9.9695,76.2907
ET,ITARSI JN,22.6083,77.7671
ETAH,Etah,27.5712,78.6539
ETK,ETAKKOT,11.8062,75.4438
ETM,ETTUMANUR,9.6762,76.5452
ETMD,ETTIMADAI,10.8988,76.8972
ETP,ETTAPUR ROAD,11.6510,78.4685
ETR,ELATTUR,11.3463,75.7411
ETUE,ETMADPUR,27.2215,78.1980
ETW,ETAWAH,26.7860,79.0215
EVA,EDAVAI,8.7629,76.6975
EXT0001,Achirne,16.4497,73.7191
EXT0002,Adalpahari,25.0280,89.1831
EXT0003,Adichunchanagiri Halt,19.4994,74.0070
EXT0004,Ajara,26.1171,91.5220
EXT0005,Aklera,23.5090,75.7673
EXT0006,Alambagh Lucknow,26.8389,80.8928
EXT0007,Alauli,22.2357,72.7526
EXT0008,Ambajora Sikaripara,24.9944,88.7970
EXT0009,Ambewadi,15.4242,74.7381
EXT0010,Amehta,22.2178,75.5769
EXT0011,Amha Pipra,26.4842,83.0551
EXT0012,Archipathar Halt,26.7929,93.6956
EXT0013,Armur,18.8184,77.9150
EXT0014,Asanpur Kupha Halt,26.2588,86.8361
EXT0015,Asthwan,25.1814,85.6441
EXT0016,Atri Ph,20.3940,85.6690
EXT0017,Avidha,21.7485,73.1862
EXT0018,Avuladatla,14.7058,76.8568
EXT0019,Ballalpore H,24.7522,87.9041
EXT0020,Barapalasi,24.4584,87.0029
EXT0021,Barbigha,25.1691,85.6965
EXT0022,Barmasia,25.5070,89.6200
EXT0023,Barogopinathpur,27.0391,82.2276
EXT0024,Bawli H,29.1398,77.2795
EXT0025,Begunia,20.7217,85.8846
EXT0026,Belagavi,15.8857,74.6517
EXT0027,Bennehalli,14.4376,75.8359
EXT0028,Berugram,24.0478,89.6901
EXT0029,Bhagat Ki Kothi Jodhpur,26.0931,72.9701
EXT0030,Bhainsbodh,20.6891,81.1465
EXT0031,Bhandarkund,21.8502,78.8884
EXT0032,Bhanupratappur,28.2863,78.0129
EXT0033,Bharpura Pahlejaghat Jn,23.9151,86.1807
EXT0034,Bhogdbar Halt,26.3144,88.1584
EXT0035,Bhojpur Rohtas Border Halt,25.3526,80.9941
EXT0036,Bhujia,24.7553,82.0060
EXT0037,Bibiganj,25.8643,88.2731
EXT0038,Bichhupali,21.9407,83.9124
EXT0039,Bidiyad,27.0375,74.7231
EXT0040,Bijbiara,33.7584,75.8417
EXT0041,Bijubigha Halt,28.6726,80.3663
EXT0042,Bilasipara,24.3101,81.6727
EXT0043,Biranarsinghpur,25.6968,85.1669
EXT0044,Bishunpur Mahuari Halt,25.7919,85.1176
EXT0045,Bithan,25.7148,86.1854
EXT0046,Bodagram Ph,23.5822,84.7248
EXT0047,Bokra,23.1357,88.0423
EXT0048,Bolagarh Town Ph,21.6983,86.2634
EXT0049,Bordolani,25.4197,91.1453
EXT0050,Boridra,21.6651,73.0601
EXT0051,Bothiya,22.3835,79.9476
EXT0052,Boudh,25.6968,85.1669
EXT0053,Brahmavart,26.5570,80.2225
EXT0054,Brijmanganj,27.1595,83.1906
EXT0055,Budagumpa,15.5399,76.5713
EXT0056,Bulbulchandi,24.9630,88.2271
EXT0057,C Cabin,21.2301,81.4846
EXT0058,C Sahumaharaj T Kolhapur,16.7663,74.4788
EXT0059,C Sambhajinagar,19.9300,75.3196
EXT0060,Cannanore South,11.8365,75.4078
EXT0061,Cbd Ph,21.1789,81.7514
EXT0062,Chandikhole Road,21.0251,86.2716
EXT0063,Charhi,27.7538,83.6449
EXT0064,Chauk,18.9272,73.2574
EXT0065,Chikkabenakal,15.9232,77.2186
EXT0066,Chinnakote Halt,12.9817,78.2101
EXT0067,Chintpurni Marg,31.6707,76.1104
EXT0068,Chirugoda,22.5462,86.5158
EXT0069,Chitrakot,25.1998,80.8826
EXT0070,Chottanikkara Road,9.9258,76.3712
EXT0071,D Cabin,21.2286,81.4833
EXT0072,Dadhal Inam,21.6445,73.0304
EXT0073,Dahej,27.1580,77.9902
EXT0074,Damay,23.9651,81.0152
EXT0075,Dapper,30.5423,76.8215
EXT0076,Daspalla,22.3866,84.9420
EXT0077,Daulatpur Chowk,31.6707,76.1104
EXT0078,Daulta,24.9931,78.4181
EXT0079,Dd Upadhyaya Jn,25.3856,83.2527
EXT0080,Deen Dayal Dham,27.3063,77.7959
